beta,eta,N,R,P,U
0.228,3.31,4,0.734544486,0.1164878153,0.77441539
0.229,3.31,4,0.7345243421,0.1166132017,0.7743536075
0.23,3.31,4,0.7345070122,0.1167415962,0.7742988594
0.231,3.31,4,0.7344925332,0.1168730362,0.7742512509
0.232,3.31,4,0.734480942,0.1170075592,0.7742108868
0.233,3.31,4,0.7344722753,0.1171452026,0.7741778722
0.234,3.31,4,0.7344665701,0.1172860039,0.7741523123
0.235,3.31,4,0.7344638631,0.1174300004,0.774134312
0.236,3.31,4,0.7344641913,0.1175772297,0.7741239763
0.237,3.31,4,0.7344675913,0.117727729,0.7741214103
0.219,3.32,4,0.7350032745,0.1150729588,0.775022201
0.22,3.32,4,0.7349599074,0.1151729717,0.7749041928
0.221,3.32,4,0.7349190265,0.1152756548,0.7747922871
0.222,3.32,4,0.7348806687,0.1153810456,0.7746865888
0.223,3.32,4,0.7348448709,0.1154891815,0.774587203
0.224,3.32,4,0.7348116698,0.1156001,0.7744942347
0.225,3.32,4,0.7347811024,0.1157138385,0.774407789
0.226,3.32,4,0.7347532054,0.1158304344,0.7743279709
0.227,3.32,4,0.7347280156,0.1159499252,0.7742548854
0.228,3.32,4,0.73470557,0.1160723483,0.7741886376
0.229,3.32,4,0.7346859053,0.1161977411,0.7741293326
0.23,3.32,4,0.7346690585,0.116326141,0.7740770753
0.231,3.32,4,0.7346550663,0.1164575856,0.7740319708
0.232,3.32,4,0.7346439655,0.1165921122,0.7739941242
0.233,3.32,4,0.734635793,0.1167297582,0.7739636404
0.234,3.32,4,0.7346305857,0.1168705612,0.7739406246
0.235,3.32,4,0.7346283804,0.1170145584,0.7739251817
0.236,3.32,4,0.7346292139,0.1171617875,0.7739174168
0.219,3.33,4,0.7351619058,0.1146614273,0.7747860417
0.22,3.33,4,0.7351189797,0.1147614547,0.7746703619
0.221,3.33,4,0.7350785435,0.1148641513,0.7745607979
0.222,3.33,4,0.7350406341,0.1149695547,0.7744574547
0.223,3.33,4,0.7350052884,0.1150777023,0.7743604373
0.224,3.33,4,0.7349725431,0.1151886314,0.7742698508
0.225,3.33,4,0.7349424352,0.1153023797,0.7741858002
0.226,3.33,4,0.7349150015,0.1154189844,0.7741083905
0.227,3.33,4,0.7348902788,0.115538483,0.7740377268
0.228,3.33,4,0.7348683039,0.115660913,0.7739739142
0.229,3.33,4,0.7348491137,0.1157863117,0.7739170576
0.23,3.33,4,0.734832745,0.1159147167,0.7738672621
0.231,3.33,4,0.7348192347,0.1160461653,0.7738246327
0.232,3.33,4,0.7348086196,0.116180695,0.7737892746
0.233,3.33,4,0.7348009364,0.1163183432,0.7737612926
0.234,3.33,4,0.7347962222,0.1164591474,0.7737407919
0.235,3.33,4,0.7347945136,0.1166031449,0.7737278775
0.236,3.33,4,0.7347958476,0.1167503732,0.7737226545
0.218,3.34,4,0.7353670892,0.1141564857,0.7746813569
0.219,3.34,4,0.7353221423,0.1142538961,0.7745619526
0.22,3.34,4,0.7352796522,0.1143539375,0.7744485723
0.221,3.34,4,0.7352396558,0.1144566472,0.774341321
0.222,3.34,4,0.73520219,0.1145620627,0.7742403039
0.223,3.34,4,0.7351672916,0.1146702214,0.774145626
0.224,3.34,4,0.7351349974,0.1147811608,0.7740573923
0.225,3.34,4,0.7351053442,0.1148949183,0.7739757078
0.226,3.34,4,0.7350783689,0.1150115314,0.7739006776
0.227,3.34,4,0.7350541083,0.1151310374,0.7738324067
0.228,3.34,4,0.7350325993,0.1152534738,0.7737710002
0.229,3.34,4,0.7350138788,0.115378878,0.773716563
0.23,3.34,4,0.7349979834,0.1155072875,0.7736692004
0.231,3.34,4,0.7349849501,0.1156387397,0.7736290172
0.232,3.34,4,0.7349748158,0.115773272,0.7735961185
0.233,3.34,4,0.7349676171,0.1159109219,0.7735706094
0.234,3.34,4,0.7349633911,0.1160517268,0.7735525949
0.235,3.34,4,0.7349621745,0.1161957241,0.77354218
0.236,3.34,4,0.7349640042,0.1163429512,0.7735394698
0.218,3.35,4,0.7355284149,0.1137529046,0.7744668616
0.219,3.35,4,0.7354838955,0.1138503295,0.7743497143
0.22,3.35,4,0.7354418367,0.1139503844,0.7742386045
0.221,3.35,4,0.7354022753,0.1140531067,0.774133637
0.222,3.35,4,0.7353652482,0.1141585339,0.7740349171
0.223,3.35,4,0.7353307922,0.1142667033,0.7739425496
0.224,3.35,4,0.7352989441,0.1143776524,0.7738566397
0.225,3.35,4,0.7352697408,0.1144914187,0.7737772924
0.226,3.35,4,0.7352432191,0.1146080396,0.7737046126
0.227,3.35,4,0.7352194159,0.1147275525,0.7736387056
0.228,3.35,4,0.7351983679,0.1148499949,0.7735796762
0.229,3.35,4,0.7351801121,0.1149754041,0.7735276296
0.23,3.35,4,0.7351646852,0.1151038177,0.7734826708
0.231,3.35,4,0.7351521241,0.115235273,0.7734449048
0.232,3.35,4,0.7351424657,0.1153698074,0.7734144366
0.233,3.35,4,0.7351357467,0.1155074585,0.7733913714
0.234,3.35,4,0.7351320041,0.1156482637,0.7733758141
0.235,3.35,4,0.7351312746,0.1157922603,0.7733678697
0.236,3.35,4,0.7351335951,0.1159394858,0.7733676434
0.218,3.36,4,0.7356911737,0.113353253,0.7742640266
0.219,3.36,4,0.735647077,0.1134506919,0.7741491075
0.22,3.36,4,0.7356054446,0.1135507598,0.7740402392
0.221,3.36,4,0.7355663134,0.1136534942,0.7739375266
0.222,3.36,4,0.7355297201,0.1137589326,0.7738410748
0.223,3.36,4,0.7354957017,0.1138671122,0.7737509888
0.224,3.36,4,0.7354642949,0.1139780706,0.7736673737
0.225,3.36,4,0.7354355367,0.1140918453,0.7735903346
0.226,3.36,4,0.7354094637,0.1142084735,0.7735199764
0.227,3.36,4,0.735386113,0.1143279928,0.7734564042
0.228,3.36,4,0.7353655212,0.1144504407,0.773399723
0.229,3.36,4,0.7353477253,0.1145758544,0.773350038
0.23,3.36,4,0.7353327621,0.1147042716,0.773307454
0.231,3.36,4,0.7353206684,0.1148357295,0.7732720762
0.232,3.36,4,0.735311481,0.1149702657,0.7732440096
0.233,3.36,4,0.7353052368,0.1151079175,0.7732233592
0.234,3.36,4,0.7353019727,0.1152487224,0.7732102302
0.235,3.36,4,0.7353017255,0.1153927179,0.7732047274
0.217,3.37,4,0.7359013874,0.1128626332,0.7741913117
0.218,3.37,4,0.7358552773,0.112957495,0.7740726327
0.219,3.37,4,0.7358115985,0.1130549474,0.7739599128
0.22,3.37,4,0.7357703877,0.113155028,0.773853257
0.221,3.37,4,0.7357316817,0.113257774,0.7737527702
0.222,3.37,4,0.7356955175,0.1133632231,0.7736585576
0.223,3.37,4,0.7356619318,0.1134714125,0.7735707242
0.224,3.37,4,0.7356309615,0.1135823797,0.773489375
0.225,3.37,4,0.7356026434,0.1136961622,0.7734146151
0.226,3.37,4,0.7355770144,0.1138127973,0.7733465494
0.227,3.37,4,0.7355541113,0.1139323226,0.7732852831
0.228,3.37,4,0.7355339708,0.1140547754,0.7732309212
0.229,3.37,4,0.73551663,0.1141801933,0.7731835687
0.23,3.37,4,0.7355021256,0.1143086135,0.7731433306
0.231,3.37,4,0.7354904944,0.1144400736,0.7731103121
0.232,3.37,4,0.7354817733,0.114574611,0.773084618
0.233,3.37,4,0.7354759991,0.1147122631,0.7730663536
0.234,3.37,4,0.7354732086,0.1148530673,0.7730556237
0.235,3.37,4,0.7354734388,0.1149970611,0.7730525336
0.217,3.38,4,0.7360663381,0.1124707192,0.7740089826
0.218,3.38,4,0.7360206374,0.112565595,0.7738924606
0.219,3.38,4,0.7359773715,0.1126630606,0.7737819108
0.22,3.38,4,0.7359365775,0.1127631532,0.7736774385
0.221,3.38,4,0.735898292,0.1128659105,0.7735791487
0.222,3.38,4,0.7358625519,0.1129713697,0.7734871463
0.223,3.38,4,0.7358293941,0.1130795684,0.7734015364
0.224,3.38,4,0.7357988554,0.1131905439,0.7733224241
0.225,3.38,4,0.7357709727,0.1133043338,0.7732499144
0.226,3.38,4,0.7357457827,0.1134209754,0.7731841124
0.227,3.38,4,0.7357233223,0.1135405061,0.773125123
0.228,3.38,4,0.7357036284,0.1136629635,0.7730730513
0.229,3.38,4,0.7356867378,0.1137883849,0.7730280024
0.23,3.38,4,0.7356726873,0.1139168078,0.7729900812
0.231,3.38,4,0.7356615138,0.1140482695,0.7729593929
0.232,3.38,4,0.7356532541,0.1141828077,0.7729360425
0.233,3.38,4,0.735647945,0.1143204595,0.772920135
0.234,3.38,4,0.7356456234,0.1144612626,0.7729117755
0.235,3.38,4,0.7356463261,0.1146052544,0.7729110689
0.216,3.39,4,0.7362801599,0.11199029,0.7739579597
0.217,3.39,4,0.7362324617,0.112082628,0.7738376849
0.218,3.39,4,0.7361871654,0.1121775174,0.7737232907
0.219,3.39,4,0.7361443077,0.1122749955,0.7736148822
0.22,3.39,4,0.7361039255,0.1123750998,0.7735125645
0.221,3.39,4,0.7360660557,0.1124778678,0.7734164425
0.222,3.39,4,0.7360307349,0.1125833368,0.7733266214
0.223,3.39,4,0.7359980002,0.1126915442,0.7732432061
0.224,3.39,4,0.7359678882,0.1128025276,0.7731663017
0.225,3.39,4,0.735940436,0.1129163244,0.7730960133
0.226,3.39,4,0.7359156802,0.1130329719,0.7730324458
0.227,3.39,4,0.7358936578,0.1131525077,0.7729757044
0.228,3.39,4,0.7358744056,0.1132749691,0.772925894
0.229,3.39,4,0.7358579603,0.1134003936,0.7728831197
0.23,3.39,4,0.7358443589,0.1135288187,0.7728474865
0.231,3.39,4,0.7358336382,0.1136602817,0.7728190995
0.232,3.39,4,0.7358258351,0.11379482,0.7727980637
0.233,3.39,4,0.7358209862,0.1139324712,0.7727844842
0.234,3.39,4,0.7358191286,0.1140732727,0.7727784659
0.216,3.4,4,0.7364469721,0.1116059719,0.7737953883
0.217,3.4,4,0.7363996698,0.111698324,0.773677199
0.218,3.4,4,0.7363547731,0.1117932264,0.7735649038
0.219,3.4,4,0.7363123187,0.1118907166,0.7734586075
0.22,3.4,4,0.7362723436,0.1119908321,0.7733584154
0.221,3.4,4,0.7362348844,0.1120936103,0.7732644324
0.222,3.4,4,0.7361999782,0.1121990885,0.7731767635
0.223,3.4,4,0.7361676616,0.1123073043,0.7730955139
0.224,3.4,4,0.7361379716,0.1124182951,0.7730207885
0.225,3.4,4,0.736110945,0.1125320983,0.7729526923
0.226,3.4,4,0.7360866186,0.1126487513,0.7728913305
0.227,3.4,4,0.7360650293,0.1127682916,0.772836808
0.228,3.4,4,0.7360462138,0.1128907566,0.7727892299
0.229,3.4,4,0.7360302091,0.1130161838,0.7727487012
0.23,3.4,4,0.736017052,0.1131446105,0.7727153271
0.231,3.4,4,0.7360067793,0.1132760742,0.7726892124
0.232,3.4,4,0.7359994278,0.1134106124,0.7726704623
0.233,3.4,4,0.7359950344,0.1135482625,0.7726591817
0.234,3.4,4,0.7359936359,0.1136890618,0.7726554758
0.216,3.41,4,0.7366147852,0.1112254057,0.7736434383
0.217,3.41,4,0.736567874,0.1113177713,0.7735273057
0.218,3.41,4,0.736523372,0.1114126863,0.7734170804
0.219,3.41,4,0.7364813161,0.1115101882,0.7733128675
0.22,3.41,4,0.7364417431,0.1116103144,0.773214772
0.221,3.41,4,0.7364046899,0.1117131023,0.7731228989
0.222,3.41,4,0.7363701933,0.1118185894,0.7730373534
0.223,3.41,4,0.7363382901,0.111926813,0.7729582403
0.224,3.41,4,0.7363090171,0.1120378107,0.7728856649
0.225,3.41,4,0.7362824113,0.1121516199,0.7728197321
0.226,3.41,4,0.7362585095,0.1122682779,0.7727605469
0.227,3.41,4,0.7362373484,0.1123878222,0.7727082144
0.228,3.41,4,0.7362189649,0.1125102904,0.7726628397
0.229,3.41,4,0.7362033959,0.1126357197,0.7726245277
0.23,3.41,4,0.7361906781,0.1127641476,0.7725933835
0.231,3.41,4,0.7361808486,0.1128956116,0.7725695122
0.232,3.41,4,0.7361739439,0.1130301491,0.7725530187
0.233,3.41,4,0.7361700011,0.1131677975,0.7725440082
0.234,3.41,4,0.7361690569,0.1133085943,0.7725425857
0.215,3.42,4,0.736832412,0.1107586881,0.7736218112
0.216,3.42,4,0.7367835109,0.1108485557,0.7735018905
0.217,3.42,4,0.7367369858,0.1109409343,0.7733877855
0.218,3.42,4,0.7366928737,0.1110358615,0.7732796012
0.219,3.42,4,0.7366512114,0.1111333746,0.7731774426
0.22,3.42,4,0.7366120358,0.111233511,0.7730814148
0.221,3.42,4,0.7365753836,0.1113363081,0.7729916227
0.222,3.42,4,0.7365412918,0.1114418035,0.7729081715
0.223,3.42,4,0.7365097971,0.1115500346,0.7728311661
0.224,3.42,4,0.7364809364,0.1116610387,0.7727607117
0.225,3.42,4,0.7364547465,0.1117748533,0.7726969132
0.226,3.42,4,0.7364312643,0.1118915159,0.7726398757
0.227,3.42,4,0.7364105267,0.1120110638,0.7725897043
0.228,3.42,4,0.7363925703,0.1121335346,0.7725465039
0.229,3.42,4,0.7363774321,0.1122589656,0.7725103796
0.23,3.42,4,0.736365149,0.1123873943,0.7724814365
0.231,3.42,4,0.7363557577,0.1125188581,0.7724597795
0.232,3.42,4,0.736349295,0.1126533944,0.7724455138
0.233,3.42,4,0.7363457979,0.1127910407,0.7724387443
0.234,3.42,4,0.7363453032,0.1129318344,0.7724395762
0.215,3.43,4,0.7370015842,0.110385505,0.7734884608
0.216,3.43,4,0.7369530606,0.1104753861,0.7733705255
0.217,3.43,4,0.7369069169,0.1105677774,0.7732584192
0.218,3.43,4,0.7368631899,0.1106627162,0.7731522469
0.219,3.43,4,0.7368219163,0.11076024,0.7730521136
0.22,3.43,4,0.7367831332,0.1108603861,0.7729581244
0.221,3.43,4,0.7367468773,0.1109631921,0.7728703844
0.222,3.43,4,0.7367131854,0.1110686954,0.7727889985
0.223,3.43,4,0.7366820943,0.1111769333,0.7727140719
0.224,3.43,4,0.736653641,0.1112879434,0.7726457095
0.225,3.43,4,0.7366278623,0.111401763,0.7725840164
0.226,3.43,4,0.7366047949,0.1115184296,0.7725290976
0.227,3.43,4,0.7365844758,0.1116379807,0.7724810582
0.228,3.43,4,0.7365669417,0.1117604536,0.7724400032
0.229,3.43,4,0.7365522295,0.1118858858,0.7724060376
0.23,3.43,4,0.736540376,0.1120143148,0.7723792666
0.231,3.43,4,0.7365314182,0.1121457779,0.772359795
0.232,3.43,4,0.7365253927,0.1122803126,0.772347728
0.233,3.43,4,0.7365223365,0.1124179563,0.7723431707
0.234,3.43,4,0.7365222864,0.1125587465,0.7723462279
0.215,3.44,4,0.7371714969,0.1100159672,0.7733651028
0.216,3.44,4,0.7371233461,0.1101058614,0.7732491239
0.217,3.44,4,0.7370775789,0.1101982648,0.7731389872
0.218,3.44,4,0.737034232,0.1102932148,0.773034798
0.219,3.44,4,0.7369933425,0.1103907488,0.7729366611
0.22,3.44,4,0.736954947,0.1104909042,0.7728446816
0.221,3.44,4,0.7369190824,0.1105937185,0.7727589646
0.222,3.44,4,0.7368857856,0.1106992291,0.7726796151
0.223,3.44,4,0.7368550934,0.1108074735,0.7726067382
0.224,3.44,4,0.7368270426,0.1109184891,0.7725404389
0.225,3.44,4,0.7368016701,0.1110323132,0.7724808222
0.226,3.44,4,0.7367790127,0.1111489835,0.7724279931
0.227,3.44,4,0.7367591073,0.1112685372,0.7723820568
0.228,3.44,4,0.7367419906,0.1113910118,0.7723431182
0.229,3.44,4,0.7367276996,0.1115164447,0.7723112824
0.23,3.44,4,0.736716271,0.1116448735,0.7722866544
0.231,3.44,4,0.7367077417,0.1117763354,0.7722693393
0.232,3.44,4,0.7367021486,0.111910868,0.7722594421
0.233,3.44,4,0.7366995284,0.1120485087,0.7722570678
0.214,3.45,4,0.7373921952,0.1095626029,0.77337132
0.215,3.45,4,0.7373420618,0.1096500389,0.7732515178
0.216,3.45,4,0.7372942789,0.1097399458,0.7731374663
0.217,3.45,4,0.7372488833,0.1098323608,0.7730292703
0.218,3.45,4,0.7372059119,0.1099273215,0.7729270351
0.219,3.45,4,0.7371654014,0.1100248652,0.7728308656
0.22,3.45,4,0.7371273887,0.1101250295,0.7727408669
0.221,3.45,4,0.7370919106,0.1102278516,0.772657144
0.222,3.45,4,0.7370590041,0.1103333692,0.7725798019
0.223,3.45,4,0.7370287058,0.1104416195,0.7725089458
0.224,3.45,4,0.7370010527,0.1105526401,0.7724446805
0.225,3.45,4,0.7369760817,0.1106664683,0.7723871112
0.226,3.45,4,0.7369538294,0.1107831416,0.772336343
0.227,3.45,4,0.7369343328,0.1109026975,0.7722924807
0.228,3.45,4,0.7369176288,0.1110251733,0.7722556296
0.229,3.45,4,0.736903754,0.1111506066,0.7722258946
0.23,3.45,4,0.7368927455,0.1112790346,0.7722033807
0.231,3.45,4,0.7368846399,0.1114104949,0.7721881931
0.232,3.45,4,0.7368794743,0.111545025,0.7721804366
0.233,3.45,4,0.7368772853,0.1116826621,0.7721802165
0.214,3.46,4,0.7375629645,0.1092002354,0.7732654035
0.215,3.46,4,0.7375131905,0.1092876846,0.7731474864
0.216,3.46,4,0.7374657707,0.1093776035,0.7730353333
0.217,3.46,4,0.7374207419,0.1094700298,0.7729290491
0.218,3.46,4,0.7373781409,0.1095650007,0.772828739
0.219,3.46,4,0.7373380047,0.1096625537,0.7727345079
0.22,3.46,4,0.7373003699,0.1097627263,0.7726464609
0.221,3.46,4,0.7372652736,0.1098655558,0.7725647031
0.222,3.46,4,0.7372327524,0.1099710798,0.7724893395
0.223,3.46,4,0.7372028433,0.1100793356,0.7724204751
0.224,3.46,4,0.7371755831,0.1101903607,0.772358215
0.225,3.46,4,0.7371510085,0.1103041925,0.7723026642
0.226,3.46,4,0.7371291566,0.1104208685,0.7722539277
0.227,3.46,4,0.737110064,0.1105404261,0.7722121106
0.228,3.46,4,0.7370937677,0.1106629026,0.7721773179
0.229,3.46,4,0.7370803044,0.1107883357,0.7721496547
0.23,3.46,4,0.737069711,0.1109167626,0.772129226
0.231,3.46,4,0.7370620244,0.1110482208,0.7721161368
0.232,3.46,4,0.7370572813,0.1111827477,0.7721104923
0.233,3.46,4,0.7370555187,0.1113203809,0.7721123973
0.214,3.47,4,0.7377342141,0.1088414067,0.7731688503
0.215,3.47,4,0.7376847946,0.1089288684,0.7730527893
0.216,3.47,4,0.737637733,0.109018799,0.7729425055
0.217,3.47,4,0.7375930661,0.109111236,0.7728381041
0.218,3.47,4,0.7375508308,0.1092062166,0.7727396901
0.219,3.47,4,0.737511064,0.1093037784,0.7726473685
0.22,3.47,4,0.7374738023,0.1094039589,0.7725612444
0.221,3.47,4,0.7374390828,0.1095067953,0.7724814227
0.222,3.47,4,0.7374069422,0.1096123253,0.7724080085
0.223,3.47,4,0.7373774174,0.1097205861,0.7723411069
0.224,3.47,4,0.7373505451,0.1098316153,0.772280823
0.225,3.47,4,0.7373263623,0.1099454502,0.7722272616
0.226,3.47,4,0.7373049058,0.1100621283,0.772180528
0.227,3.47,4,0.7372862124,0.1101816871,0.772140727
0.228,3.47,4,0.737270319,0.110304164,0.7721079639
0.229,3.47,4,0.7372572623,0.1104295963,0.7720823435
0.23,3.47,4,0.7372470793,0.1105580216,0.772063971
0.231,3.47,4,0.7372398067,0.1106894772,0.7720529513
0.232,3.47,4,0.7372354814,0.1108240007,0.7720493896
0.233,3.47,4,0.7372341403,0.1109616294,0.7720533908
0.213,3.48,4,0.7379572502,0.1084010375,0.7732013603
0.214,3.48,4,0.7379058555,0.1084860809,0.7730814408
0.215,3.48,4,0.7378567857,0.1085735548,0.7729672069
0.216,3.48,4,0.7378100774,0.1086634965,0.7728587637
0.217,3.48,4,0.7377657677,0.1087559437,0.7727562161
0.218,3.48,4,0.7377238932,0.1088509336,0.7726596692
0.219,3.48,4,0.7376844909,0.1089485038,0.7725692281
0.22,3.48,4,0.7376475975,0.1090486916,0.7724849978
0.221,3.48,4,0.73761325,0.1091515345,0.7724070832
0.222,3.48,4,0.7375814851,0.1092570699,0.7723355896
0.223,3.48,4,0.7375523397,0.1093653353,0.7722706218
0.224,3.48,4,0.7375258506,0.1094763681,0.772212285
0.225,3.48,4,0.7375020547,0.1095902056,0.7721606842
0.226,3.48,4,0.7374809888,0.1097068855,0.7721159244
0.227,3.48,4,0.7374626897,0.109826445,0.7720781107
0.228,3.48,4,0.7374471943,0.1099489216,0.772047348
0.229,3.48,4,0.7374345394,0.1100743528,0.7720237415
0.23,3.48,4,0.7374247618,0.110202776,0.7720073962
0.231,3.48,4,0.7374178984,0.1103342286,0.7719984171
0.232,3.48,4,0.7374139861,0.110468748,0.7719969092
0.233,3.48,4,0.7374130616,0.1106063718,0.7720029777
0.213,3.49,4,0.738128854,0.1080491664,0.7731210905
0.214,3.49,4,0.7380778004,0.1081342224,0.7730029559
0.215,3.49,4,0.7380290753,0.1082217079,0.7728905201
0.216,3.49,4,0.7379827156,0.1083116604,0.7727838884
0.217,3.49,4,0.7379387581,0.1084041173,0.7726831656
0.218,3.49,4,0.7378972396,0.108499116,0.7725884569
0.219,3.49,4,0.737858197,0.1085966941,0.7724998673
0.22,3.49,4,0.7378216671,0.1086968888,0.7724175018
0.221,3.49,4,0.7377876867,0.1087997376,0.7723414655
0.222,3.49,4,0.7377562926,0.1089052781,0.7722718633
0.223,3.49,4,0.7377275218,0.1090135475,0.7722088004
0.224,3.49,4,0.737701411,0.1091245834,0.7721523818
0.225,3.49,4,0.7376779971,0.1092384231,0.7721027126
0.226,3.49,4,0.737657317,0.1093551042,0.7720598976
0.227,3.49,4,0.7376394074,0.109474664,0.7720240421
0.228,3.49,4,0.7376243051,0.1095971399,0.771995251
0.229,3.49,4,0.7376120472,0.1097225695,0.7719736294
0.23,3.49,4,0.7376026702,0.1098509901,0.7719592823
0.231,3.49,4,0.7375962112,0.1099824392,0.7719523148
0.232,3.49,4,0.737592707,0.1101169542,0.7719528318
0.233,3.49,4,0.7375921943,0.1102545725,0.7719609385
0.212,3.5,4,0.7383536903,0.1076180504,0.7731715408
0.213,3.5,4,0.7383006776,0.1077007273,0.7730495548
0.214,3.5,4,0.7382499603,0.1077857954,0.772933176
0.215,3.5,4,0.7382015752,0.1078732921,0.7728225094
0.216,3.5,4,0.7381555592,0.1079632549,0.7727176602
0.217,3.5,4,0.7381119491,0.108055721,0.7726187333
0.218,3.5,4,0.7380707817,0.1081507281,0.7725258338
0.219,3.5,4,0.7380320939,0.1082483135,0.7724390667
0.22,3.5,4,0.7379959226,0.1083485147,0.7723585371
0.221,3.5,4,0.7379623045,0.108451369,0.77228435
0.222,3.5,4,0.7379312764,0.108556914,0.7722166104
0.223,3.5,4,0.7379028754,0.108665187,0.7721554234
0.224,3.5,4,0.7378771381,0.1087762256,0.772100894
0.225,3.5,4,0.7378541013,0.108890067,0.7720531273
0.226,3.5,4,0.7378338021,0.1090067488,0.7720122283
0.227,3.5,4,0.7378162771,0.1091263084,0.771978302
0.228,3.5,4,0.7378015632,0.1092487832,0.7719514535
0.229,3.5,4,0.7377896973,0.1093742107,0.7719317878
0.23,3.5,4,0.7377807162,0.1095026282,0.7719194099
0.231,3.5,4,0.7377746567,0.1096340733,0.771914425
0.232,3.5,4,0.7377715557,0.1097685833,0.771916938
0.233,3.5,4,0.73777145,0.1099061958,0.7719270539
0.212,3.51,4,0.7385253178,0.107272995,0.7731068062
0.213,3.51,4,0.7384726328,0.1073556846,0.7729865337
0.214,3.51,4,0.7384222469,0.1074407644,0.7728718818
0.215,3.51,4,0.7383741969,0.1075282718,0.7727629554
0.216,3.51,4,0.7383285197,0.1076182443,0.7726598598
0.217,3.51,4,0.7382852522,0.1077107193,0.7725626998
0.218,3.51,4,0.7382444311,0.1078057342,0.7724715805
0.219,3.51,4,0.7382060933,0.1079033265,0.772386607
0.22,3.51,4,0.7381702757,0.1080035336,0.7723078842
0.221,3.51,4,0.738137015,0.108106393,0.7722355174
0.222,3.51,4,0.7381063482,0.108211942,0.7721696114
0.223,3.51,4,0.738078312,0.1083202182,0.7721102713
0.224,3.51,4,0.7380529433,0.1084312589,0.7720576022
0.225,3.51,4,0.7380302789,0.1085451015,0.772011709
0.226,3.51,4,0.7380103557,0.1086617836,0.7719726969
0.227,3.51,4,0.7379932105,0.1087813425,0.7719406709
0.228,3.51,4,0.7379788801,0.1089038157,0.771915736
0.229,3.51,4,0.7379674014,0.1090292406,0.7718979973
0.23,3.51,4,0.7379588113,0.1091576546,0.7718875597
0.231,3.51,4,0.7379531465,0.1092890953,0.7718845284
0.232,3.51,4,0.7379504438,0.1094235999,0.7718890084
0.212,3.52,4,0.7386969933,0.1069313009,0.7730503959
0.213,3.52,4,0.7386446311,0.1070140026,0.772931808
0.214,3.52,4,0.7385945717,0.1070990935,0.7728188539
0.215,3.52,4,0.738546852,0.1071866112,0.7727116388
0.216,3.52,4,0.7385015088,0.1072765929,0.7726102677
0.217,3.52,4,0.7384585789,0.1073690763,0.7725148456
0.218,3.52,4,0.7384180993,0.1074640986,0.7724254776
0.219,3.52,4,0.7383801067,0.1075616973,0.7723422687
0.22,3.52,4,0.7383446379,0.10766191,0.7722653239
0.221,3.52,4,0.7383117299,0.1077647739,0.7721947483
0.222,3.52,4,0.7382814194,0.1078703265,0.7721306469
0.223,3.52,4,0.7382537432,0.1079786053,0.7720731247
0.224,3.52,4,0.7382287383,0.1080896477,0.7720222869
0.225,3.52,4,0.7382064414,0.1082034911,0.7719782384
0.226,3.52,4,0.7381868894,0.1083201729,0.7719410843
0.227,3.52,4,0.7381701191,0.1084397307,0.7719109296
0.228,3.52,4,0.7381561674,0.1085622018,0.7718878793
0.229,3.52,4,0.7381450711,0.1086876236,0.7718720385
0.23,3.52,4,0.7381368671,0.1088160337,0.7718635123
0.231,3.52,4,0.7381315921,0.1089474694,0.7718624056
0.232,3.52,4,0.738129283,0.1090819681,0.7718688236
0.211,3.53,4,0.7389229422,0.1065125697,0.7731245651
0.212,3.53,4,0.7388686283,0.1065929322,0.7730020905
0.213,3.53,4,0.738816584,0.1066756455,0.7728851582
0.214,3.53,4,0.7387668463,0.1067607472,0.772773873
0.215,3.53,4,0.7387194521,0.1068482746,0.7726683402
0.216,3.53,4,0.738674438,0.1069382651,0.7725686647
0.217,3.53,4,0.7386318411,0.1070307563,0.7724749516
0.218,3.53,4,0.738591698,0.1071257856,0.7723873058
